100,97.0
200,95.0
300,94.3333333333
400,92.5
500,92.6
600,88.1666666667
700,86.4285714286
800,87.125
900,88.5555555556
1000,87.9
8000,85.525
80000,83.1825
800,87.125
800,99.25
800,25.375
800,25.375
800,23.875
800,23.875
800,23.875
800,23.875
800,25.375
800,25.375
800,23.875
800,25.375
800,23.875
800,25.375
800,30.625
800,41.125
800,25.375
800,30.25
800,30.25
800,25.375
800,39.5
800,25.375
800,25.375
800,25.375
800,25.375
800,39.5
800,65.5
800,75.125
800,75.125
800,75.125
800,25.375
800,25.375
800,75.125
800,73.0
800,72.75
800,75.125
800,65.5
800,35.125
800,75.125
800,70.25
800,25.375
800,24.25
800,25.375
800,73.0
800,75.125
800,25.375
800,70.375
800,58.0
800,49.25
800,75.125
800,24.25
800,33.0
800,25.375
800,25.375
800,75.125
800,33.125
800,25.375
800,75.125
800,72.375
800,53.375
800,73.0
800,73.0
800,25.375
800,73.0
800,73.0
800,75.125
800,79.125
800,25.375
800,25.375
800,73.125
800,79.125
800,79.125
800,33.125
800,79.125
800,25.375
800,25.375
800,25.375
800,25.375
800,25.375
800,79.125
800,79.125
800,25.375
800,25.375
800,25.375
800,79.625
800,25.375
800,25.375
800,79.625
800,73.625
800,72.625
800,24.25
800,25.375
800,79.625
800,25.375
800,25.375
800,25.375
800,79.625
800,72.375
800,60.0
800,34.5
800,49.375
800,25.375
800,25.375
800,79.625
800,79.125
800,73.0
800,73.0
800,79.125
800,25.375
800,25.375
800,25.375
800,25.375
800,25.375
800,47.375
800,48.625
800,26.625
800,25.375
800,25.375
800,43.5
800,47.0
800,25.375
800,25.375
800,25.375
800,25.375
800,39.25
800,36.5
800,25.375
800,25.375
800,25.375
800,25.375
800,25.375
800,25.375
800,23.875
800,25.375
800,30.25
800,56.375
800,25.375
800,25.375
800,56.375
800,44.125
800,56.375
800,56.375
800,25.375
800,25.375
800,25.375
800,25.375
800,25.375
800,56.375
800,56.375
800,56.375
800,73.5
800,38.25
800,25.375
800,25.375
800,25.375
800,42.375
800,73.5
800,73.0
800,25.375
800,42.25
800,73.0
800,73.0
800,38.25
800,38.25
800,25.375
800,73.0
800,73.5
800,25.375
800,25.375
800,25.375
800,25.375
800,38.25
800,73.5
800,42.625
800,73.5
800,71.125
800,25.375
800,25.375
800,25.375
800,73.5
800,71.625
800,71.625
800,72.625
800,73.5
800,72.875
800,73.0
800,38.25
800,73.5
800,66.25
800,25.375
800,73.5
800,25.375
800,73.5
800,25.375
800,67.375
800,45.125
800,73.5
800,25.375
800,42.875
800,25.375
800,73.5
800,67.875
800,37.5
800,25.375
800,73.5
800,25.375
800,25.375
800,48.125
800,73.5
800,73.5
800,84.5
800,84.125
800,25.375
800,31.625
800,84.125
800,84.5
800,73.375
800,73.5
800,84.5
800,84.125
800,72.375
800,92.625
800,84.125
800,25.375
800,92.625
800,77.875
800,73.5
800,73.5
800,71.5
800,92.625
800,92.625
800,92.625
800,40.125
800,40.875
800,38.875
800,40.25
800,92.625
800,92.625
800,92.625
800,38.75
800,92.625
800,92.625
800,92.625
800,92.625
80000,83.1825
800,87.125
1,100.0
80000,83.1825
1,100.0
1,100.0
800,87.125
80000,83.1825
800,77.875
800,25.375
800,51.625
800,79.5
800,71.625
800,85.375
800,73.5
800,77.875
800,73.5
800,73.5
800,77.875
800,73.5
800,92.625
800,92.625
